iter	Passed	Remaining
207	409	1559
208	410	1553
209	411	1549
210	413	1544
211	414	1539
212	415	1534
213	416	1529
214	417	1524
215	418	1519
216	420	1515
217	421	1510
218	422	1506
219	423	1501
220	424	1498
221	426	1493
222	427	1489
223	428	1485
224	429	1480
225	431	1476
226	432	1471
227	433	1468
228	434	1463
229	435	1459
230	436	1454
231	438	1450
232	439	1447
233	440	1442
234	441	1438
235	443	1434
236	444	1430
237	445	1425
238	446	1421
239	447	1418
240	449	1414
241	451	1413
242	452	1410
243	454	1407
244	455	1403
245	456	1399
246	457	1394
247	458	1390
248	459	1387
249	461	1383
250	462	1379
251	463	1375
252	464	1371
253	465	1366
254	466	1362
255	467	1359
256	468	1355
257	470	1351
258	471	1348
259	472	1343
260	473	1339
261	474	1335
262	475	1331
263	476	1328
264	477	1324
265	478	1321
266	480	1317
267	481	1313
268	482	1310
269	483	1306
270	484	1302
271	485	1299
272	486	1295
273	487	1291
274	488	1287
275	489	1284
276	490	1281
277	491	1277
278	493	1274
279	494	1270
280	495	1267
281	496	1263
282	497	1259
283	498	1256
284	499	1252
285	500	1249
286	501	1245
287	502	1242
288	504	1240
289	505	1237
290	506	1234
291	507	1231
292	509	1228
293	510	1225
294	511	1222
295	512	1219
296	514	1216
297	515	1213
298	516	1210
299	517	1206
300	518	1203
301	519	1200
302	520	1197
303	521	1194
304	522	1190
305	523	1187
306	524	1184
307	525	1180
308	526	1178
309	528	1175
310	529	1172
311	530	1169
312	531	1166
313	532	1162
314	533	1160
315	534	1157
316	535	1153
317	536	1151
318	537	1147
319	538	1144
320	539	1141
321	540	1138
322	541	1135
323	543	1133
324	544	1130
325	545	1127
326	546	1125
327	547	1122
328	548	1119
329	549	1116
330	550	1113
331	551	1110
332	553	1108
333	554	1105
334	555	1102
335	556	1099
336	557	1096
337	558	1094
338	559	1091
339	561	1089
340	562	1086
341	563	1083
342	564	1081
343	565	1078
344	566	1075
345	567	1073
346	568	1070
347	569	1067
348	570	1064
349	571	1062
350	573	1059
351	574	1057
352	575	1054
353	576	1052
354	578	1050
355	579	1047
356	580	1045
357	581	1042
358	582	1040
359	583	1037
360	584	1035
361	586	1032
362	587	1030
363	588	1028
364	589	1026
365	591	1023
366	592	1022
367	593	1019
368	595	1017
369	596	1014
370	597	1012
371	598	1010
372	599	1007
373	600	1005
374	601	1003
375	603	1001
376	604	999
377	605	997
378	607	994
379	608	992
380	609	990
381	610	987
382	611	985
383	612	983
384	614	981
385	615	979
386	616	977
387	618	974
388	619	972
389	620	970
390	621	968
391	623	966
392	624	964
393	625	962
394	627	960
395	628	958
396	629	956
397	630	953
398	631	951
399	633	950
400	634	948
401	635	945
402	637	943
403	638	941
404	639	939
405	641	937
406	642	936
407	644	934
408	645	932
409	646	930
410	648	928
411	649	926
412	650	924
413	651	922
414	653	920
415	654	918
416	655	916
417	656	914
418	657	912
419	659	910
420	660	908
421	661	906
422	663	904
423	664	902
424	665	899
425	666	897
426	667	895
427	668	893
428	669	891
429	671	889
430	672	887
431	673	885
432	674	883
433	676	881
434	677	880
435	679	878
436	680	876
437	681	874
438	683	873
439	684	871
440	685	869
441	687	867
442	688	865
443	689	862
444	690	861
445	691	859
446	692	857
447	694	855
448	695	853
449	696	851
450	698	849
451	699	848
452	701	846
453	702	844
454	704	843
455	705	841
456	707	840
457	708	838
458	710	836
459	711	834
460	712	832
461	713	830
462	714	829
463	716	827
464	717	825
465	718	823
466	719	821
467	720	819
468	722	817
469	723	815
470	724	813
471	725	811
472	726	809
473	728	807
474	729	805
475	730	804
476	731	802
477	733	800
478	734	798
479	735	796
480	736	795
481	738	793
482	739	791
483	741	790
484	742	788
485	744	787
486	745	785
487	747	784
488	749	782
489	750	781
490	753	780
491	754	779
492	756	777
493	757	776
494	759	774
495	760	772
496	761	770
497	762	768
498	763	766
499	764	764
500	765	762
501	766	760
502	767	758
503	768	756
504	770	754
505	771	752
506	772	751
507	773	749
508	774	747
509	775	745
510	776	743
511	777	741
512	778	739
513	780	737
514	781	736
515	783	734
516	784	732
517	785	731
518	786	729
519	788	727
520	789	725
521	790	723
522	791	722
523	792	720
524	793	717
525	794	715
526	795	714
527	797	712
528	798	710
529	799	708
530	800	706
531	801	704
532	802	703
533	803	701
534	804	699
535	805	697
536	806	695
537	807	693
538	808	691
539	810	690
540	811	688
541	812	686
542	813	684
543	815	683
544	816	681
545	817	679
546	818	678
547	819	676
548	821	674
549	822	672
550	823	670
551	824	669
552	826	668
553	827	666
554	829	664
555	830	663
556	831	661
557	833	659
558	834	658
559	835	656
560	836	654
561	837	653
562	839	651
563	840	649
564	842	648
565	843	646
566	844	645
567	846	643
568	847	641
569	848	640
570	849	638
571	850	636
572	852	634
573	853	633
574	854	631
575	855	630
576	857	628
577	858	626
578	859	624
579	860	623
580	861	621
581	862	619
582	863	617
583	864	616
584	865	614
585	867	612
586	868	610
587	869	609
588	871	607
589	872	606
590	873	604
591	874	603
592	876	601
593	877	599
594	878	597
595	879	596
596	880	594
597	881	592
598	882	590
599	883	589
600	885	587
601	886	586
602	888	584
603	889	583
604	890	581
605	891	579
606	892	578
607	893	576
608	895	574
609	896	573
610	897	571
611	899	570
612	900	568
613	901	566
614	902	565
615	903	563
616	905	561
617	905	560
618	907	558
619	908	556
620	909	555
621	910	553
622	911	551
623	913	550
624	914	548
625	915	547
626	917	545
627	918	544
628	919	542
629	920	540
630	922	539
631	923	537
632	925	536
633	926	534
634	927	533
635	929	531
636	930	530
637	932	528
638	933	527
639	935	526
640	936	524
641	937	523
642	939	521
643	940	519
644	941	518
645	942	516
646	943	514
647	945	513
648	946	511
649	947	510
650	948	508
651	949	506
652	950	505
653	951	503
654	953	502
655	954	500
656	955	498
657	956	497
658	957	495
659	959	494
660	960	492
661	961	490
662	962	489
663	963	487
664	964	485
665	965	484
666	966	482
667	967	480
668	968	479
669	969	477
670	970	475
671	971	474
672	972	472
673	973	470
674	974	469
675	976	467
676	977	466
677	978	464
678	979	463
679	980	461
680	981	459
681	982	458
682	983	456
683	984	454
684	985	453
685	986	451
686	987	449
687	988	448
688	989	446
689	990	445
690	991	443
691	992	441
692	993	440
693	995	438
694	995	437
695	996	435
696	997	433
697	998	432
698	999	430
699	1000	428
700	1002	427
701	1003	425
702	1004	424
703	1005	422
704	1006	421
705	1007	419
706	1008	418
707	1009	416
708	1010	414
709	1011	413
710	1012	411
711	1013	410
712	1014	408
713	1015	406
714	1017	405
715	1018	404
716	1020	402
717	1021	401
718	1022	399
719	1023	398
720	1024	396
721	1025	394
722	1026	393
723	1027	391
724	1028	390
725	1029	388
726	1030	386
727	1031	385
728	1032	383
729	1033	382
730	1034	380
731	1035	379
732	1036	377
733	1037	376
734	1038	374
735	1039	372
736	1040	371
737	1041	369
738	1042	368
739	1043	366
740	1044	365
741	1045	363
742	1046	362
743	1047	360
744	1049	359
745	1050	357
746	1051	356
747	1052	354
748	1053	353
749	1054	351
750	1055	350
751	1056	348
752	1057	346
753	1058	345
754	1059	343
755	1060	342
756	1061	340
757	1063	339
758	1064	337
759	1065	336
760	1067	335
761	1068	333
762	1068	332
763	1070	330
764	1071	329
765	1072	327
766	1073	326
767	1074	324
768	1075	323
769	1076	321
770	1077	320
771	1079	318
772	1081	317
773	1082	316
774	1083	314
775	1084	313
776	1086	311
777	1087	310
778	1088	308
779	1089	307
780	1090	305
781	1091	304
782	1093	302
783	1094	301
784	1095	300
785	1096	298
786	1097	296
787	1098	295
788	1098	293
789	1099	292
790	1100	290
791	1101	289
792	1102	287
793	1103	286
794	1104	284
795	1105	283
796	1106	281
797	1107	280
798	1108	278
799	1109	277
800	1110	275
801	1111	274
802	1112	273
803	1113	271
804	1114	270
805	1115	268
806	1116	267
807	1117	265
808	1118	264
809	1119	262
810	1120	261
811	1121	259
812	1122	258
813	1123	256
814	1125	255
815	1125	253
816	1126	252
817	1127	250
818	1128	249
819	1129	247
820	1130	246
821	1131	245
822	1132	243
823	1133	242
824	1134	240
825	1135	239
826	1136	237
827	1138	236
828	1139	235
829	1140	233
830	1141	232
831	1142	230
832	1143	229
833	1144	227
834	1145	226
835	1146	224
836	1147	223
837	1148	222
838	1149	220
839	1150	219
840	1151	217
841	1153	216
842	1154	214
843	1155	213
844	1156	212
845	1157	210
846	1158	209
847	1159	207
848	1160	206
849	1161	204
850	1162	203
851	1163	202
852	1164	200
853	1165	199
854	1166	197
855	1167	196
856	1168	195
857	1170	193
858	1171	192
859	1172	190
860	1173	189
861	1174	188
862	1175	186
863	1176	185
864	1177	183
865	1178	182
866	1179	180
867	1180	179
868	1181	178
869	1182	176
870	1184	175
871	1185	174
872	1186	172
873	1187	171
874	1189	169
875	1190	168
876	1191	167
877	1192	165
878	1193	164
879	1194	162
880	1195	161
881	1196	160
882	1197	158
883	1198	157
884	1199	155
885	1200	154
886	1201	153
887	1203	151
888	1204	150
889	1205	148
890	1206	147
891	1207	146
892	1208	144
893	1209	143
894	1210	142
895	1211	140
896	1212	139
897	1213	137
898	1214	136
899	1215	135
900	1216	133
901	1217	132
902	1218	130
903	1219	129
904	1220	128
905	1221	126
906	1222	125
907	1223	123
908	1224	122
909	1225	121
910	1225	119
911	1227	118
912	1228	117
913	1229	115
914	1230	114
915	1231	112
916	1232	111
917	1233	110
918	1234	108
919	1235	107
920	1236	106
921	1236	104
922	1237	103
923	1238	101
924	1239	100
925	1240	99
926	1241	97
927	1242	96
928	1243	95
929	1244	93
930	1245	92
931	1246	90
932	1247	89
933	1248	88
934	1249	86
935	1250	85
936	1251	84
937	1252	82
938	1253	81
939	1253	80
940	1254	78
941	1255	77
942	1256	75
943	1257	74
944	1259	73
945	1260	71
946	1261	70
947	1262	69
948	1263	67
949	1264	66
950	1265	65
951	1266	63
952	1267	62
953	1267	61
954	1268	59
955	1269	58
956	1270	57
957	1271	55
958	1272	54
959	1273	53
960	1274	51
961	1275	50
962	1276	49
963	1277	47
964	1278	46
965	1279	45
966	1280	43
967	1281	42
968	1282	41
969	1282	39
970	1283	38
971	1284	37
972	1285	35
973	1286	34
974	1288	33
975	1289	31
976	1290	30
977	1291	29
978	1292	27
979	1293	26
980	1294	25
981	1295	23
982	1296	22
983	1297	21
984	1298	19
985	1299	18
986	1300	17
987	1300	15
988	1302	14
989	1303	13
990	1304	11
991	1305	10
992	1306	9
993	1307	7
994	1308	6
995	1309	5
996	1310	3
997	1311	2
998	1312	1
999	1312	0
